cusip,options,issuer,description,status
091935 50 2,*,BLACKBOARD INC,COM,
091935 90 2,,BLACKBOARD INC,CALL,
091935 95 2,,BLACKBOARD INC,PUT,
091941 10 4,,BLACKROCK FLOATING RATE INCO,COM,
092113 10 9,*,BLACK HILLS CORP,COM,
092113 90 9,,BLACK HILLS CORP,CALL,
092113 95 9,,BLACK HILLS CORP,PUT,
09227Q 10 0,*,BLACKBAUD INC,COM,
09227Q 90 0,,BLACKBAUD INC,CALL,
09227Q 95 0,,BLACKBAUD INC,PUT,
09247B 10 9,,BLACKROCK INVT QLTY MUN TR,COM,
09247C 10 7,,BLACKROCK NJ INVT QUALITY MU,COM,
09247D 10 5,,BLACKROCK INVT QUALITY MUN T,COM,
09247E 10 3,,BLACKROCK NY INVT QUALITY MU,COM,
09247F 10 0,,BLACKROCK INCOME TR INC,COM,
09247U 10 7,,BLACKROCK CALIF INVT QUALITY,COM,
09247X AB 7,,BLACKROCK INC,DBCV  2.625% 2/1,
09247X 10 1,*,BLACKROCK INC,COM,
09247X 90 1,,BLACKROCK INC,CALL,
09247X 95 1,,BLACKROCK INC,PUT,
092474 10 5,,BLACKROCK INSD MUN TERM TR I,COM,
092475 10 2,,BLACKROCK INCOME OPP TRUST I,COM,
092479 10 4,,BLACKROCK INSD MUN INCOME TR,COM,
09248C 10 6,,BLACKROCK MUNI 2018 TERM TR,COM,
09248E 10 2,,BLACKROCK CALIF MUN INCOME T,SH BEN INT,
09248F 10 9,,BLACKROCK MUN INCOME TR,SH BEN INT,
09248H 10 5,,BLACKROCK MUNIC INCM INVST T,SH BEN INT,
09248J 10 1,,BLACKROCK N J MUN INCOME TR,SH BEN INT,
09248K 10 8,,BLACKROCK NY MUNI 2018 TERM,COM,
09248L 10 6,,BLACKROCK N Y MUN INCOME TR,SH BEN INT,
09248N 10 2,,BLACKROCK HIGH YIELD TR,SH BEN INT,
09248R 10 3,,BLACKROCK PA STRATEGIC MUN T,COM,
09248T 10 9,,BLACKROCK STRATEGIC MUN TR,COM,
092481 10 0,,BLACKROCK VA MUNICIPAL BOND,COM,
092484 10 4,,BLACKROCK CA INS MUN INC TR,COM,DELETED
09249A 10 9,,BLACKROCK NJ MUNICIPAL BOND,COM,
09249C 10 5,,BLACKROCK CA MUNI 2018 TERM,COM,
09249E 10 1,,BLACKROCK CORE BD TR,SHS BEN INT,
09249G 10 6,,BLACKROCK STRTGC BOND TR,COM,
09249H 10 4,,BLACKROCK MUNICIPAL BOND TR,COM,
09249J 10 0,,BLACKROCK CA MUNICIPAL BOND,COM,DELETED
09249K 10 7,,BLACKROCK MUNIC BD INVST TR,COM,
09249L 10 5,,BLACKROCK MD MUNICIPAL BOND,COM,
09249N 10 1,,BLACKROCK MUNI INCOME TR II,COM,
09249P 10 6,,BLACKROCK NY MUNICIPAL BOND,COM,
09249R 10 2,,BLACKROCK NY MUN INCOME TR I,COM,
09249S 10 0,,BLACKROCK CA MUN INCOME TR I,COM,DELETED
09249U 10 5,,BLACKROCK NY INS MUN INC TR,COM,
09249V 10 3,,BLACKROCK CREDIT ALL IN TR I,COM SHS,
09249W 10 1,,BLACKROCK LTD DURATION INC T,COM SHS,
09249X 10 9,,BLACKROCK MUN 2020 TERM TR,COM SHS,
09249Y 10 7,,BLACKROCK STRAT DIVD ACHIEVE,COM,
09250B 10 3,,BLACKROCK LONG-TERM MUNI ADV,COM,
09250D 10 9,,BLACKROCK S&P QLTY RK EQ MD,SHS BEN INT,
09250E 10 7,,BLACKROCK HIGH INCOME SHS,SHS BEN INT,
09250G 10 2,,BLACKROCK INS MUNIC INC INV,COM,
09250M 10 9,,BLACKROCK FLA MUN 2020 TERM,COM SHS,
09250N 10 7,,BLACKROCK DIVID ACHIEVRS TM,COM,
09250U 10 1,,BLACKROCK ENERGY & RES TR,COM,
09250W 10 7,,BLACKROCK HEALTH SCIENCES TR,COM,
092501 10 5,,BLACKROCK GLOBAL OPP EQTY TR,COM,
092508 10 0,,BLACKROCK CREDIT ALL INC TR,COM,
09251A 10 4,,BLACKROCK ENHANCED DIV ACHV,COM,
092524 10 7,,BLACKROCK INTL GRWTH & INC T,COM BENE INTER,
09253N 10 4,,BLACKROCK MUNIHOLDINGS FD IN,COM,
09253P 10 9,,BLACKROCK MUNIHLDGS FD II IN,COM,
09253R 10 5,,BLACKROCK MUNIVEST FD INC,COM,
09253T 10 1,,BLACKROCK MUNIVEST FD II INC,COM,
09253U 10 8,*,BLACKSTONE GROUP L P,COM UNIT LTD,
09253U 90 8,,BLACKSTONE GROUP L P,CALL,
09253U 95 8,,BLACKSTONE GROUP L P,PUT,
09253W 10 4,,BLACKROCK MUNIYIELD FD INC,COM,
09253X 10 2,,BLACKROCK MUNI INTER DR FD I,COM,
09253Y 10 0,,BLACKROCK MUNIENHANCED FD IN,COM,
092533 10 8,,BLACKROCK KELSO CAPITAL CORP,COM,
09254A 10 1,,BLACKROCK MUNIHLDGS FD INC,COM,
09254B 10 9,,BLACKROCK REAL ASSET EQUITY,COM,
09254C 10 7,,BLACKROCK MUNIHLDGS INSD FDI,COM,
09254E 10 3,,BLACKROCK MUNYIELD INSD FD I,COM,
09254F 10 0,,BLACKROCK MUNIYIELD QUALITY,COM,
09254G 10 8,,BLACKROCK MUNIYIELD QUALITY,COM,
09254H 10 6,,BLACKROCK APEX MUN FD INC,COM,
09254J 10 2,,BLACKROCK MUNIASSETS FD INC,COM,
09254K 10 9,,BLACKROCK MUNIYIELD ARIZ FD,COM,
09254L 10 7,,BLACKROCK MUNIHOLDINGS CALIF,COM,
09254M 10 5,,BLACKROCK MUNIYIELD CALIF FD,COM,
09254N 10 3,,BLACKROCK MUNIYIELD CALIF IN,COM,
09254P 10 8,,BLACKROCK MUNIHLDGS INS INV,COM,
09254R 10 4,,BLACKROCK MUNIYIELD INVST FD,COM,
09254T 10 0,,BLACKROCK MUNIYIELD INS INV,COM,
09254V 10 5,,BLACKROCK MUNIYIELD MICH INS,COM,
09254W 10 3,,BLACKROCK MUNIYIELD MICH INS,COM,
09254X 10 1,,BLACKROCK MUNIHOLDINGS N J I,COM,
09254Y 10 9,,BLACKROCK MUNIYIELD N J FD I,COM,
092546 10 0,,BLACKROCK ECOSOLUTIONS INVT,COM SH,
09255A 10 0,,BLACKROCK MUNIYIELD N J INSD,COM,
09255C 10 6,,BLACKROCK MUNIHOLDINGS N Y I,COM,
09255E 10 2,,BLACKROCK MUNIYIELD N Y INSD,COM,
09255F 10 9,,BLACKROCK MUNI N Y INTER DUR,COM,
09255G 10 7,,BLACKROCK MUNIYIELD PA INSD,COM,
09255H 10 5,,BLACKROCK CREDIT ALL INC TR,COM,
09255J 10 1,,BLACKROCK CREDIT ALL INC TR,COM,
09255K 10 8,,BLACKROCK ENHANCED GOVT FD I,COM,
09255L 10 6,,BLACKROCK CORPOR HIGH YLD FD,COM,
09255M 10 4,,BLACKROCK CORPOR HI YLD III,COM,
09255N 10 2,,BLACKROCK CORPOR HI YLD FD V,COM,
09255P 10 7,,BLACKROCK CORPOR HI YLD FD V,COM,
09255Q 10 5,,BLACKROCK DEFINED OPPRTY CR,COM,
09255R 10 3,,BLACKROCK DEBT STRAT FD INC,COM,
09255T 10 9,,BLACKROCK SR HIGH INCOME FD,COM,
09255W 10 2,,BLACKROCK DIVERS OME STRATE,COM,
09255X 10 0,,BLACKROCK FLOAT RATE OME STR,COM,
09255Y 10 8,,BLACKROCK FL RATE OME STRA I,COM SHS,
09256A 10 9,,BLACKROCK ENH CAP & INC FD I,COM,
09348R 10 2,*,BLDRS INDEX FDS TR,ASIA 50 ADR,
09348R 90 2,,BLDRS INDEX FDS TR,CALL,
09348R 95 2,,BLDRS INDEX FDS TR,PUT,
09348R 20 1,,BLDRS INDEX FDS TR,DEV MK 100 ADR,
09348R 30 0,*,BLDRS INDEX FDS TR,EMER MK 50 ADR,
09348R 90 0,,BLDRS INDEX FDS TR,CALL,
09348R 95 0,,BLDRS INDEX FDS TR,PUT,
09348R 40 9,,BLDRS INDEX FDS TR,EUR 100 ADR,
093671 10 5,*,BLOCK H & R INC,COM,
093671 90 5,,BLOCK H & R INC,CALL,
093671 95 5,,BLOCK H & R INC,PUT,
093679 10 8,*,BLOCKBUSTER INC,CL A,
093679 90 8,,BLOCKBUSTER INC,CALL,
093679 95 8,,BLOCKBUSTER INC,PUT,
093679 20 7,*,BLOCKBUSTER INC,CL B,
093679 90 7,,BLOCKBUSTER INC,CALL,
093679 95 7,,BLOCKBUSTER INC,PUT,
093698 10 8,,BLONDER TONGUE LABS INC,COM,
095180 10 5,*,BLOUNT INTL INC NEW,COM,
095180 90 5,,BLOUNT INTL INC NEW,CALL,
095180 95 5,,BLOUNT INTL INC NEW,PUT,
095333 10 0,,BLUE CHIP VALUE FD INC,COM,
09534T 50 8,*,BLUE COAT SYSTEMS INC,COM NEW,
09534T 90 8,,BLUE COAT SYSTEMS INC,CALL,
09534T 95 8,,BLUE COAT SYSTEMS INC,PUT,
095395 20 8,,BLUE DOLPHIN ENERGY CO,COM NEW,
09578R 10 3,*,BLUE NILE INC,COM,
09578R 90 3,,BLUE NILE INC,CALL,
09578R 95 3,,BLUE NILE INC,PUT,
096055 10 8,,BLUE SQUARE - ISRAEL LTD,SPONSORED ADR,
096227 30 1,,BLUEFLY INC,COM NEW,
096231 10 5,*,BLUEGREEN CORP,COM,
096231 90 5,,BLUEGREEN CORP,CALL,
096231 95 5,,BLUEGREEN CORP,PUT,
09624H 10 9,*,BLUELINX HLDGS INC,COM,
09624H 90 9,,BLUELINX HLDGS INC,CALL,
09624H 95 9,,BLUELINX HLDGS INC,PUT,
09643P 20 7,*,BLYTH INC,COM NEW,
09643P 90 7,,BLYTH INC,CALL,
09643P 95 7,,BLYTH INC,PUT,
09656A 10 5,,BMB MUNAI INC,COM,
096627 10 4,*,BOARDWALK PIPELINE PARTNERS,UT LTD PARTNER,
096627 90 4,,BOARDWALK PIPELINE PARTNERS,CALL,
096627 95 4,,BOARDWALK PIPELINE PARTNERS,PUT,
096761 10 1,*,BOB EVANS FARMS INC,COM,
096761 90 1,,BOB EVANS FARMS INC,CALL,
096761 95 1,,BOB EVANS FARMS INC,PUT,
097023 10 5,*,BOEING CO,COM,
097023 90 5,,BOEING CO,CALL,
097023 95 5,,BOEING CO,PUT,
09746Y 10 5,*,BOISE INC,COM,
09746Y 90 5,,BOISE INC,CALL,
09746Y 95 5,,BOISE INC,PUT,
09746Y 11 3,,BOISE INC,*W EXP 06/18/201,
097698 10 4,,BOLT TECHNOLOGY CORP,COM,
09776J 10 1,*,BON-TON STORES INC,COM,
09776J 90 1,,BON-TON STORES INC,CALL,
09776J 95 1,,BON-TON STORES INC,PUT,
098529 30 8,,BONSO ELECTRS INTL INC,COM PAR $0.003,
098570 10 4,*,BOOKS-A-MILLION INC,COM,
098570 90 4,,BOOKS-A-MILLION INC,CALL,
098570 95 4,,BOOKS-A-MILLION INC,PUT,
099469 50 4,,BOOTS & COOTS INC,COM NEW,
099709 10 7,*,BORDERS GROUP INC,COM,
099709 90 7,,BORDERS GROUP INC,CALL,
099709 95 7,,BORDERS GROUP INC,PUT,
099724 AF 3,,BORGWARNER INC,NOTE  3.500% 4/1,
099724 10 6,*,BORGWARNER INC,COM,
099724 90 6,,BORGWARNER INC,CALL,
099724 95 6,,BORGWARNER INC,PUT,
100557 10 7,*,BOSTON BEER INC,CL A,
100557 90 7,,BOSTON BEER INC,CALL,
100557 95 7,,BOSTON BEER INC,PUT,
101119 10 5,*,BOSTON PRIVATE FINL HLDGS IN,COM,
101119 90 5,,BOSTON PRIVATE FINL HLDGS IN,CALL,
101119 95 5,,BOSTON PRIVATE FINL HLDGS IN,PUT,
10112R AG 9,,BOSTON PPTYS LTD PARTNERSHIP,NOTE  3.750% 5/1,
10112R AK 0,,BOSTON PPTYS LTD PARTNERSHIP,NOTE  2.875% 2/1,
101121 10 1,*,BOSTON PROPERTIES INC,COM,
101121 90 1,,BOSTON PROPERTIES INC,CALL,
101121 95 1,,BOSTON PROPERTIES INC,PUT,
101137 10 7,*,BOSTON SCIENTIFIC CORP,COM,
101137 90 7,,BOSTON SCIENTIFIC CORP,CALL,
101137 95 7,,BOSTON SCIENTIFIC CORP,PUT,
101388 10 6,*,BOTTOMLINE TECH DEL INC,COM,
101388 90 6,,BOTTOMLINE TECH DEL INC,CALL,
101388 95 6,,BOTTOMLINE TECH DEL INC,PUT,
101507 10 1,,BOULDER GROWTH & INCOME FD I,COM,
101541 10 0,,BOULDER TOTAL RETURN FD INC,COM,
10211F 10 0,,BOVIE MEDICAL CORP,COM,
102565 10 8,,BOWL AMER INC,CL A,
103043 AB 1,,BOWNE & CO INC,SDCV  5.000%10/0,
103043 AC 9,,BOWNE & CO INC,SDCV  5.000%10/0,
103043 10 5,*,BOWNE & CO INC,COM,
103043 90 5,,BOWNE & CO INC,CALL,
103043 95 5,,BOWNE & CO INC,PUT,
103304 10 1,*,BOYD GAMING CORP,COM,
103304 90 1,,BOYD GAMING CORP,CALL,
103304 95 1,,BOYD GAMING CORP,PUT,
104674 10 6,*,BRADY CORP,CL A,
104674 90 6,,BRADY CORP,CALL,
104674 95 6,,BRADY CORP,PUT,
105340 AH 6,,BRANDYWINE OPER PARTNERSHIP,NOTE  3.875%10/1,
105368 20 3,*,BRANDYWINE RLTY TR,SH BEN INT NEW,
105368 90 3,,BRANDYWINE RLTY TR,CALL,
105368 95 3,,BRANDYWINE RLTY TR,PUT,
10552T 10 7,*,BRF-BRASIL FOODS S A,SPONSORED ADR,
10552T 90 7,,BRF-BRASIL FOODS S A,CALL,
10552T 95 7,,BRF-BRASIL FOODS S A,PUT,
10553M 10 1,*,BRASIL TELECOM SA,SPONS ADR PFD,
10553M 90 1,,BRASIL TELECOM SA,CALL,
10553M 95 1,,BRASIL TELECOM SA,PUT,
10553M 20 0,,BRASIL TELECOM SA,SPON ADR COM,
105532 10 5,*,BRASKEM S A,SP ADR PFD A,
105532 90 5,,BRASKEM S A,CALL,
105532 95 5,,BRASKEM S A,PUT,
106764 10 3,,BREEZE EASTERN CORP,COM,
106776 10 7,*,BREITBURN ENERGY PARTNERS LP,COM UT LTD PTN,
106776 90 7,,BREITBURN ENERGY PARTNERS LP,CALL,
106776 95 7,,BREITBURN ENERGY PARTNERS LP,PUT,
108030 10 7,,BRIDGE CAP HLDGS,COM,
108035 10 6,,BRIDGE BANCORP INC,COM,
10807M 10 5,*,BRIDGEPOINT ED INC,COM,
10807M 90 5,,BRIDGEPOINT ED INC,CALL,
10807M 95 5,,BRIDGEPOINT ED INC,PUT,
10807Q 20 5,,BRIDGELINE SOFTWARE INC,COM,
108763 10 3,,BRIDGFORD FOODS CORP,COM,
109043 10 9,*,BRIGGS & STRATTON CORP,COM,
109043 90 9,,BRIGGS & STRATTON CORP,CALL,
109043 95 9,,BRIGGS & STRATTON CORP,PUT,
109178 10 3,*,BRIGHAM EXPLORATION CO,COM,
109178 90 3,,BRIGHAM EXPLORATION CO,CALL,
109178 95 3,,BRIGHAM EXPLORATION CO,PUT,
109473 40 5,*,BRIGHTPOINT INC,COM NEW,
109473 90 5,,BRIGHTPOINT INC,CALL,
109473 95 5,,BRIGHTPOINT INC,PUT,
109641 10 0,*,BRINKER INTL INC,COM,
109641 90 0,,BRINKER INTL INC,CALL,
109641 95 0,,BRINKER INTL INC,PUT,
109696 10 4,*,BRINKS CO,COM,
109696 90 4,,BRINKS CO,CALL,
109696 95 4,,BRINKS CO,PUT,
109699 10 8,*,BRINKS HOME SEC HLDGS INC,COM,
109699 90 8,,BRINKS HOME SEC HLDGS INC,CALL,
109699 95 8,,BRINKS HOME SEC HLDGS INC,PUT,
110122 AN 8,,BRISTOL MYERS SQUIBB CO,DBCV9/1,ADDED
110122 10 8,*,BRISTOL MYERS SQUIBB CO,COM,
110122 90 8,,BRISTOL MYERS SQUIBB CO,CALL,
110122 95 8,,BRISTOL MYERS SQUIBB CO,PUT,
110122 20 7,,BRISTOL MYERS SQUIBB CO,PFD CV $2,
110394 AC 7,,BRISTOW GROUP INC,NOTE  3.000% 6/1,
110394 10 3,*,BRISTOW GROUP INC,COM,
110394 90 3,,BRISTOW GROUP INC,CALL,
110394 95 3,,BRISTOW GROUP INC,PUT,
110448 10 7,*,BRITISH AMERN TOB PLC,SPONSORED ADR,
110448 90 7,,BRITISH AMERN TOB PLC,CALL,
110448 95 7,,BRITISH AMERN TOB PLC,PUT,
111013 10 8,,BRITISH SKY BROADCASTING GRO,SPONSORED ADR,
111091 10 4,,BRITTON & KOONTZ CAP CORP,COM,
11130P 10 4,*,BROADBAND HOLDRS TR,DEPOSITRY RCPT,
11130P 90 4,,BROADBAND HOLDRS TR,CALL,
11130P 95 4,,BROADBAND HOLDRS TR,PUT,
111320 10 7,*,BROADCOM CORP,CL A,
111320 90 7,,BROADCOM CORP,CALL,
111320 95 7,,BROADCOM CORP,PUT,
11133T 10 3,*,BROADRIDGE FINL SOLUTIONS IN,COM,
11133T 90 3,,BROADRIDGE FINL SOLUTIONS IN,CALL,
11133T 95 3,,BROADRIDGE FINL SOLUTIONS IN,PUT,
11134A 10 3,*,BROADPOINT GLEACHER SECS GRO,COM,
11134A 90 3,,BROADPOINT GLEACHER SECS GRO,CALL,
11134A 95 3,,BROADPOINT GLEACHER SECS GRO,PUT,
111412 70 6,,BROADVISION INC,COM PAR $.001,
111444 10 5,,BROADWAY FINL CORP DEL,COM,
11161T 10 8,*,BROADWIND ENERGY INC,COM,
11161T 90 8,,BROADWIND ENERGY INC,CALL,
11161T 95 8,,BROADWIND ENERGY INC,PUT,
111621 30 6,*,BROCADE COMMUNICATIONS SYS I,COM NEW,
111621 90 6,,BROCADE COMMUNICATIONS SYS I,CALL,
111621 95 6,,BROCADE COMMUNICATIONS SYS I,PUT,
112211 10 7,*,BRONCO DRILLING CO INC,COM,
112211 90 7,,BRONCO DRILLING CO INC,CALL,
112211 95 7,,BRONCO DRILLING CO INC,PUT,
112463 10 4,*,BROOKDALE SR LIVING INC,COM,
112463 90 4,,BROOKDALE SR LIVING INC,CALL,
112463 95 4,,BROOKDALE SR LIVING INC,PUT,
112585 10 4,*,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,
112585 90 4,,BROOKFIELD ASSET MGMT INC,CALL,
112585 95 4,,BROOKFIELD ASSET MGMT INC,PUT,
112723 10 1,*,BROOKFIELD HOMES CORP,COM,
112723 90 1,,BROOKFIELD HOMES CORP,CALL,
112723 95 1,,BROOKFIELD HOMES CORP,PUT,
112900 10 5,*,BROOKFIELD PPTYS CORP,COM,
112900 90 5,,BROOKFIELD PPTYS CORP,CALL,
112900 95 5,,BROOKFIELD PPTYS CORP,PUT,
11373M 10 7,*,BROOKLINE BANCORP INC DEL,COM,
11373M 90 7,,BROOKLINE BANCORP INC DEL,CALL,
11373M 95 7,,BROOKLINE BANCORP INC DEL,PUT,
114039 10 0,,BROOKLYN FEDERAL BANCORP INC,COM,
114340 10 2,*,BROOKS AUTOMATION INC,COM,
114340 90 2,,BROOKS AUTOMATION INC,CALL,
114340 95 2,,BROOKS AUTOMATION INC,PUT,
115236 10 1,*,BROWN & BROWN INC,COM,
115236 90 1,,BROWN & BROWN INC,CALL,
115236 95 1,,BROWN & BROWN INC,PUT,
115637 10 0,,BROWN FORMAN CORP,CL A,
115637 20 9,*,BROWN FORMAN CORP,CL B,
115637 90 9,,BROWN FORMAN CORP,CALL,
115637 95 9,,BROWN FORMAN CORP,PUT,
115736 10 0,*,BROWN SHOE INC NEW,COM,
115736 90 0,,BROWN SHOE INC NEW,CALL,
115736 95 0,,BROWN SHOE INC NEW,PUT,
116794 10 8,*,BRUKER CORP,COM,
116794 90 8,,BRUKER CORP,CALL,
116794 95 8,,BRUKER CORP,PUT,
117043 10 9,*,BRUNSWICK CORP,COM,
117043 90 9,,BRUNSWICK CORP,CALL,
117043 95 9,,BRUNSWICK CORP,PUT,
117421 10 7,*,BRUSH ENGINEERED MATLS INC,COM,
117421 90 7,,BRUSH ENGINEERED MATLS INC,CALL,
117421 95 7,,BRUSH ENGINEERED MATLS INC,PUT,
117665 10 9,,BRYN MAWR BK CORP,COM,
11776U 30 0,,BSQUARE CORP,COM NEW,
118167 10 5,,BUCKEYE GP HOLDINGS LP,COM UNITS LP,
118230 10 1,*,BUCKEYE PARTNERS L P,UNIT LTD PARTN,
118230 90 1,,BUCKEYE PARTNERS L P,CALL,
118230 95 1,,BUCKEYE PARTNERS L P,PUT,
118255 10 8,*,BUCKEYE TECHNOLOGIES INC,COM,
118255 90 8,,BUCKEYE TECHNOLOGIES INC,CALL,
118255 95 8,,BUCKEYE TECHNOLOGIES INC,PUT,
118440 10 6,*,BUCKLE INC,COM,
118440 90 6,,BUCKLE INC,CALL,
118440 95 6,,BUCKLE INC,PUT,
118759 10 9,*,BUCYRUS INTL INC NEW,COM,
118759 90 9,,BUCYRUS INTL INC NEW,CALL,
118759 95 9,,BUCYRUS INTL INC NEW,PUT,
119848 10 9,*,BUFFALO WILD WINGS INC,COM,
119848 90 9,,BUFFALO WILD WINGS INC,CALL,
119848 95 9,,BUFFALO WILD WINGS INC,PUT,
120076 10 4,*,BUILD A BEAR WORKSHOP,COM,
120076 90 4,,BUILD A BEAR WORKSHOP,CALL,
120076 95 4,,BUILD A BEAR WORKSHOP,PUT,
12008R 10 7,*,BUILDERS FIRSTSOURCE INC,COM,
12008R 90 7,,BUILDERS FIRSTSOURCE INC,CALL,
12008R 95 7,,BUILDERS FIRSTSOURCE INC,PUT,
121208 20 1,*,BURGER KING HLDGS INC,COM,
121208 90 1,,BURGER KING HLDGS INC,CALL,
121208 95 1,,BURGER KING HLDGS INC,PUT,
12189T 10 4,*,BURLINGTON NORTHN SANTA FE C,COM,DELETED
12189T 90 4,,BURLINGTON NORTHN SANTA FE C,CALL,DELETED
12189T 95 4,,BURLINGTON NORTHN SANTA FE C,PUT,DELETED
12429T 10 4,,BWAY HOLDING COMPANY,COM,
12466Q 10 4,,C & F FINL CORP,COM,
124661 AC 3,,C&D TECHNOLOGIES INC,NOTE  5.500%11/1,
124661 AD 1,,C&D TECHNOLOGIES INC,NOTE  5.250%11/0,
124661 10 9,*,C&D TECHNOLOGIES INC,COM,
124661 90 9,,C&D TECHNOLOGIES INC,CALL,
124661 95 9,,C&D TECHNOLOGIES INC,PUT,
124765 10 8,*,CAE INC,COM,
124765 90 8,,CAE INC,CALL,
124765 95 8,,CAE INC,PUT,
124769 20 9,,CAS MED SYS INC,COM PAR $0.004,
12477X 10 6,,CAI INTERNATIONAL INC,COM,
124805 AB 8,,CBIZ INC,NOTE  3.125% 6/0,
124805 10 2,*,CBIZ INC,COM,
124805 90 2,,CBIZ INC,CALL,
124805 95 2,,CBIZ INC,PUT,
124830 10 0,*,CBL & ASSOC PPTYS INC,COM,
124830 90 0,,CBL & ASSOC PPTYS INC,CALL,
124830 95 0,,CBL & ASSOC PPTYS INC,PUT,
124857 10 3,*,CBS CORP NEW,CL A,
124857 90 3,,CBS CORP NEW,CALL,
124857 95 3,,CBS CORP NEW,PUT,
124857 20 2,*,CBS CORP NEW,CL B,
124857 90 2,,CBS CORP NEW,CALL,
124857 95 2,,CBS CORP NEW,PUT,
124867 10 2,,CCA INDS INC,COM,
12497T 10 1,*,CB RICHARD ELLIS GROUP INC,CL A,
12497T 90 1,,CB RICHARD ELLIS GROUP INC,CALL,
12497T 95 1,,CB RICHARD ELLIS GROUP INC,PUT,
12507Y 10 8,,CDC SOFTWARE CORP,SPN ADR LV III,
125071 10 0,*,C D I CORP,COM,
125071 90 0,,C D I CORP,CALL,
125071 95 0,,C D I CORP,PUT,
125137 10 9,*,CEC ENTMT INC,COM,
125137 90 9,,CEC ENTMT INC,CALL,
125137 95 9,,CEC ENTMT INC,PUT,
125141 10 1,,CECO ENVIRONMENTAL CORP,COM,
125151 10 0,,CE FRANKLIN LTD,COM,
12525D 10 2,,CFS BANCORP INC,COM,
125269 10 0,*,CF INDS HLDGS INC,COM,
125269 90 0,,CF INDS HLDGS INC,CALL,
125269 95 0,,CF INDS HLDGS INC,PUT,
12541M 10 2,,CH ENERGY GROUP INC,COM,
12541W 20 9,*,C H ROBINSON WORLDWIDE INC,COM NEW,
12541W 90 9,,C H ROBINSON WORLDWIDE INC,CALL,
12541W 95 9,,C H ROBINSON WORLDWIDE INC,PUT,
125509 10 9,*,CIGNA CORP,COM,
125509 90 9,,CIGNA CORP,CALL,
125509 95 9,,CIGNA CORP,PUT,
125581 80 1,*,CIT GROUP INC,COM NEW,
125581 90 1,,CIT GROUP INC,CALL,
125581 95 1,,CIT GROUP INC,PUT,
12561E 10 5,*,CKE RESTAURANTS INC,COM,
12561E 90 5,,CKE RESTAURANTS INC,CALL,
12561E 95 5,,CKE RESTAURANTS INC,PUT,
12561W 10 5,*,CLECO CORP NEW,COM,
12561W 90 5,,CLECO CORP NEW,CALL,
12561W 95 5,,CLECO CORP NEW,PUT,
12562M 10 6,*,CKX INC,COM,
12562M 90 6,,CKX INC,CALL,
12562M 95 6,,CKX INC,PUT,
12562N 10 4,,CKX LANDS INC,COM,
12572Q 10 5,*,CME GROUP INC,COM,
12572Q 90 5,,CME GROUP INC,CALL,
12572Q 95 5,,CME GROUP INC,PUT,
125896 AW 0,,CMS ENERGY CORP,NOTE  2.875%12/0,
125896 AY 6,,CMS ENERGY CORP,NOTE  3.375% 7/1,
125896 BD 1,,CMS ENERGY CORP,NOTE  5.500% 6/1,
125896 10 0,*,CMS ENERGY CORP,COM,
125896 90 0,,CMS ENERGY CORP,CALL,
125896 95 0,,CMS ENERGY CORP,PUT,
125902 10 6,,CPI CORP,COM,
125906 10 7,,CSS INDS INC,COM,
125919 30 8,,CPI AEROSTRUCTURES INC,COM NEW,
125961 30 0,,CTI INDUSTRIES CORP,COM NEW,
12600U 10 2,,CMS BANCORP INC,COM,
126117 10 0,*,CNA FINL CORP,COM,
126117 90 0,,CNA FINL CORP,CALL,
126117 95 0,,CNA FINL CORP,PUT,
12612L 10 8,,CNA SURETY CORP,COM,
126128 10 7,,CNB FINL CORP PA,COM,
126132 10 9,*,CNOOC LTD,SPONSORED ADR,
126132 90 9,,CNOOC LTD,CALL,
126132 95 9,,CNOOC LTD,PUT,
126153 10 5,,CPFL ENERGIA S A,SPONSORED ADR,
12616K 10 6,*,CP HOLDRS,DEP RCPTS  CP,
12616K 90 6,,CP HOLDRS,CALL,
12616K 95 6,,CP HOLDRS,PUT,
12618H 30 9,*,CNX GAS CORP,COM,
12618H 90 9,,CNX GAS CORP,CALL,
12618H 95 9,,CNX GAS CORP,PUT,
12618M 10 0,,CPI INTERNATIONAL INC,COM,
12618T 10 5,,CRA INTL INC,COM,
12620N 10 4,,CPEX PHARMACEUTICALS INC,COM,
12626K 20 3,,CRH PLC,ADR,
126349 AB 5,,CSG SYS INTL INC,NOTE  2.500% 6/1,
126349 10 9,*,CSG SYS INTL INC,COM,
126349 90 9,,CSG SYS INTL INC,CALL,
126349 95 9,,CSG SYS INTL INC,PUT,
126389 10 5,,CSP INC,COM,
126408 GA 5,,CSX CORP,DBCV10/3,
126408 10 3,*,CSX CORP,COM,
126408 90 3,,CSX CORP,CALL,
126408 95 3,,CSX CORP,PUT,
12642X 10 6,*,CTC MEDIA INC,COM,
12642X 90 6,,CTC MEDIA INC,CALL,
12642X 95 6,,CTC MEDIA INC,PUT,
126501 AC 9,,CTS CORP,NOTE  2.125% 5/0,
126501 10 5,*,CTS CORP,COM,
126501 90 5,,CTS CORP,CALL,
126501 95 5,,CTS CORP,PUT,
126600 10 5,*,CVB FINL CORP,COM,
126600 90 5,,CVB FINL CORP,CALL,
126600 95 5,,CVB FINL CORP,PUT,
126601 10 3,,CVD EQUIPMENT CORP,COM,
