cusip,options,issuer,description,status
L0175J 95 4,,ALTISOURCE PORTFOLIO SOLNS S,PUT,
L0302D 17 8,,ARCELORMITTAL SA LUXEMBOURG,MAND CV NT 16,
L44385 10 9,,GLOBANT S A,COM,ADDED
L5140P 10 1,*,INTELSAT S A,COM,
L5140P 90 1,,INTELSAT S A,CALL,
L5140P 95 1,,INTELSAT S A,PUT,
L5140P 11 9,,INTELSAT S A,MAN CONV JR PFD,
L7257P 10 6,*,PACIFIC DRILLING SA LUXEMBOU,REG SHS,
L7257P 90 6,,PACIFIC DRILLING SA LUXEMBOU,CALL,
L7257P 95 6,,PACIFIC DRILLING SA LUXEMBOU,PUT,
L72967 10 9,,ORION ENGINEERED CARBONS S A,COM,ADDED
L9340P 10 1,,TRINSEO S A,SHS,
M0854Q 10 5,*,ALLOT COMMUNICATIONS LTD,SHS,
M0854Q 90 5,,ALLOT COMMUNICATIONS LTD,CALL,
M0854Q 95 5,,ALLOT COMMUNICATIONS LTD,PUT,
M15332 12 1,,ATTUNITY LTD,SHS NEW,
M15342 10 4,*,AUDIOCODES LTD,ORD,
M15342 90 4,,AUDIOCODES LTD,CALL,
M15342 95 4,,AUDIOCODES LTD,PUT,
M15629 10 4,,B COMMUNICATIONS LTD,SHS,
M20115 18 0,,BOS BETTER ONLINE SOLUTIONS,SHS NEW NIS 80,
M20156 10 1,,BIO BLAST PHARMA LTD,SHS,ADDED
M20157 11 7,,BLUEPHOENIX SOLUTIONS LTD,SHS NEW,
M20598 10 4,*,CAESARSTONE SDOT-YAM LTD,ORD SHS,
M20598 90 4,,CAESARSTONE SDOT-YAM LTD,CALL,
M20598 95 4,,CAESARSTONE SDOT-YAM LTD,PUT,
M20791 10 5,*,CAMTEK LTD,ORD,
M20791 90 5,,CAMTEK LTD,CALL,
M20791 95 5,,CAMTEK LTD,PUT,
M2196U 10 9,*,CELLCOM ISRAEL LTD,SHS,
M2196U 90 9,,CELLCOM ISRAEL LTD,CALL,
M2196U 95 9,,CELLCOM ISRAEL LTD,PUT,
M22013 10 2,*,CERAGON NETWORKS LTD,ORD,
M22013 90 2,,CERAGON NETWORKS LTD,CALL,
M22013 95 2,,CERAGON NETWORKS LTD,PUT,
M2239P 10 9,*,ALCOBRA LTD,SHS,
M2239P 90 9,,ALCOBRA LTD,CALL,
M2239P 95 9,,ALCOBRA LTD,PUT,
M22465 10 4,*,CHECK POINT SOFTWARE TECH LT,ORD,
M22465 90 4,,CHECK POINT SOFTWARE TECH LT,CALL,
M22465 95 4,,CHECK POINT SOFTWARE TECH LT,PUT,
M23798 10 7,*,CIMATRON LTD,ORD,
M23798 90 7,,CIMATRON LTD,CALL,
M23798 95 7,,CIMATRON LTD,PUT,
M25082 10 4,*,CLICKSOFTWARE TECHNOLOGIES L,ORD,
M25082 90 4,,CLICKSOFTWARE TECHNOLOGIES L,CALL,
M25082 95 4,,CLICKSOFTWARE TECHNOLOGIES L,PUT,
M25722 10 5,*,COMPUGEN LTD,ORD,
M25722 90 5,,COMPUGEN LTD,CALL,
M25722 95 5,,COMPUGEN LTD,PUT,
M2682V 10 8,,CYBERARK SOFTWARE LTD,SHS,ADDED
M26895 10 8,,CYREN LTD,SHS,
M3760D 10 1,*,ELBIT SYS LTD,ORD,
M3760D 90 1,,ELBIT SYS LTD,CALL,
M3760D 95 1,,ELBIT SYS LTD,PUT,
M37605 10 8,,ELBIT IMAGING LTD,ORD SHS,DELETED
M37605 11 6,,ELBIT IMAGING LTD,SHS NEW,ADDED
M39927 12 0,,ELLOMAY CAPITAL LIMITED,SHS,
M40184 10 9,,ELTEK LTD,ORD,
M4059L 10 1,*,ENZYMOTEC LTD,SHS,
M4059L 90 1,,ENZYMOTEC LTD,CALL,
M4059L 95 1,,ENZYMOTEC LTD,PUT,
M4119S 10 4,,EVOGENE LTD,SHS,
M4146Y 10 8,*,EZCHIP SEMICONDUCTOR LIMITED,ORD,
M4146Y 90 8,,EZCHIP SEMICONDUCTOR LIMITED,CALL,
M4146Y 95 8,,EZCHIP SEMICONDUCTOR LIMITED,PUT,
M46135 10 5,,FOAMIX PHARMACEUTICALS LTD,SHS,ADDED
M47238 10 6,,GALMED PHARMACEUTICALS LTD,SHS,
M4793C 10 2,*,GAZIT GLOBE LTD,SHS,
M4793C 90 2,,GAZIT GLOBE LTD,CALL,
M4793C 95 2,,GAZIT GLOBE LTD,PUT,
M51363 11 3,*,MELLANOX TECHNOLOGIES LTD,SHS,
M51363 90 3,,MELLANOX TECHNOLOGIES LTD,CALL,
M51363 95 3,,MELLANOX TECHNOLOGIES LTD,PUT,
M51474 11 8,*,GILAT SATELLITE NETWORKS LTD,SHS NEW,
M51474 90 8,,GILAT SATELLITE NETWORKS LTD,CALL,
M51474 95 8,,GILAT SATELLITE NETWORKS LTD,PUT,
M52523 10 3,,G WILLI FOOD INTL LTD,ORD,
M56595 10 7,,INTERNET GOLD-GOLDEN LINES L,ORD,
M5920A 10 9,,ISRAEL CHEMICALS LTD,SHS,ADDED
M6158M 10 4,,ITURAN LOCATION AND CONTROL,SHS,
M6240T 10 9,,KAMADA LTD,SHS,
M6778Q 12 1,*,LUMENIS LTD,SHS CL B,
M6778Q 90 1,,LUMENIS LTD,CALL,
M6778Q 95 1,,LUMENIS LTD,PUT,
M6786D 10 4,,MAGAL SECURITY SYS LTD,ORD,
M6787E 10 1,*,MAGICJACK VOCALTEC LTD,SHS,
M6787E 90 1,,MAGICJACK VOCALTEC LTD,CALL,
M6787E 95 1,,MAGICJACK VOCALTEC LTD,PUT,
M67872 10 7,,MACROCURE LTD,SHS,ADDED
M68830 10 4,,MEDIWOUND LTD,ORD SHS,
M69676 12 6,,MER TELEMANAGEMENT SOLUTIONS,SHS,
M70240 10 2,,MIND C T I LTD,ORD,
M7516K 10 3,*,NOVA MEASURING INSTRUMENTS L,COM,
M7516K 90 3,,NOVA MEASURING INSTRUMENTS L,CALL,
M7516K 95 3,,NOVA MEASURING INSTRUMENTS L,PUT,
M7524R 11 6,,OPTIBASE LTD,SHS NEW NIS0.13,
M75253 10 0,*,ORBOTECH LTD,ORD,
M75253 90 0,,ORBOTECH LTD,CALL,
M75253 95 0,,ORBOTECH LTD,PUT,
M78673 10 6,*,PERION NETWORK LTD,SHS,
M78673 90 6,,PERION NETWORK LTD,CALL,
M78673 95 6,,PERION NETWORK LTD,PUT,
M7946T 10 4,,POINTER TELOCATION LTD,SHS,
M8183P 10 2,,RRSAT GLOBAL COMM NTWRK LTD,SHS,
M81863 11 6,,RADA ELECTR INDS LTD,SHS NEW,
M81865 11 1,,RADCOM LTD,SHS NEW,
M81873 10 7,*,RADWARE LTD,ORD,
M81873 90 7,,RADWARE LTD,CALL,
M81873 95 7,,RADWARE LTD,PUT,
M8215Q 11 0,,RIT TECHNOLOGIES LTD,SHS,
M8215Q 12 8,,RIT TECHNOLOGIES LTD,*W EXP 12/01/201,
M8216Q 10 1,,REWALK ROBOTICS LTD,SHS,ADDED
M82183 12 6,*,ROSETTA GENOMICS LTD,SHS NEW NIS 0.6,
M82183 90 6,,ROSETTA GENOMICS LTD,CALL,
M82183 95 6,,ROSETTA GENOMICS LTD,PUT,
M84116 10 8,,SILICOM LTD,ORD,
M85548 10 1,*,STRATASYS LTD,SHS,
M85548 90 1,,STRATASYS LTD,CALL,
M85548 95 1,,STRATASYS LTD,PUT,
M87095 11 9,,SUPERCOM LTD NEW,SHS NEW,
M87245 10 2,*,SYNERON MEDICAL LTD,ORD SHS,
M87245 90 2,,SYNERON MEDICAL LTD,CALL,
M87245 95 2,,SYNERON MEDICAL LTD,PUT,
M8737E 10 8,*,TARO PHARMACEUTICAL INDS LTD,SHS,
M8737E 90 8,,TARO PHARMACEUTICAL INDS LTD,CALL,
M8737E 95 8,,TARO PHARMACEUTICAL INDS LTD,PUT,
M8740S 22 7,,TAT TECHNOLOGIES LTD,ORD NEW,
M87896 10 2,,TOP IMAGE SYSTEMS LTD,ORD,
M8791A 10 9,*,ON TRACK INNOVATION LTD,SHS,
M8791A 90 9,,ON TRACK INNOVATION LTD,CALL,
M8791A 95 9,,ON TRACK INNOVATION LTD,PUT,
M87915 27 4,*,TOWER SEMICONDUCTOR LTD,SHS NEW,
M87915 90 4,,TOWER SEMICONDUCTOR LTD,CALL,
M87915 95 4,,TOWER SEMICONDUCTOR LTD,PUT,
M9068E 10 5,*,SODASTREAM INTERNATIONAL LTD,USD SHS,
M9068E 90 5,,SODASTREAM INTERNATIONAL LTD,CALL,
M9068E 95 5,,SODASTREAM INTERNATIONAL LTD,PUT,
M96885 10 4,,VASCULAR BIOGENICS LTD,ORD SHS,ADDED
M98068 10 5,*,WIX COM LTD,SHS,
M98068 90 5,,WIX COM LTD,CALL,
M98068 95 5,,WIX COM LTD,PUT,
N00985 10 6,*,AERCAP HOLDINGS NV,SHS,
N00985 90 6,,AERCAP HOLDINGS NV,CALL,
N00985 95 6,,AERCAP HOLDINGS NV,PUT,
N01045 10 8,,AFFIMED THERAPEUTICS B V,COM,ADDED
N07045 10 2,*,ASM INTL N V,NY REGISTER SH,
N07045 90 2,,ASM INTL N V,CALL,
N07045 95 2,,ASM INTL N V,PUT,
N07059 21 0,*,ASML HOLDING N V,N Y REGISTRY SHS,
N07059 90 0,,ASML HOLDING N V,CALL,
N07059 95 0,,ASML HOLDING N V,PUT,
N07831 10 5,*,AVG TECHNOLOGIES N V,SHS,
N07831 90 5,,AVG TECHNOLOGIES N V,CALL,
N07831 95 5,,AVG TECHNOLOGIES N V,PUT,
N20944 10 9,*,CNH INDL N V,SHS,
N20944 90 9,,CNH INDL N V,CALL,
N20944 95 9,,CNH INDL N V,PUT,
N22035 10 4,*,CONSTELLIUM NV,CL A,
N22035 90 4,,CONSTELLIUM NV,CALL,
N22035 95 4,,CONSTELLIUM NV,PUT,
N22717 10 7,*,CORE LABORATORIES N V,COM,
N22717 90 7,,CORE LABORATORIES N V,CALL,
N22717 95 7,,CORE LABORATORIES N V,PUT,
N33462 10 7,*,FRANKS INTL N V,COM,
N33462 90 7,,FRANKS INTL N V,CALL,
N33462 95 7,,FRANKS INTL N V,PUT,
N47279 10 9,*,INTERXION HOLDING N.V,SHS,
N47279 90 9,,INTERXION HOLDING N.V,CALL,
N47279 95 9,,INTERXION HOLDING N.V,PUT,
N51488 11 7,*,MOBILEYE N V AMSTELVEEN,ORD SHS,ADDED
N51488 90 7,,MOBILEYE N V AMSTELVEEN,CALL,ADDED
N51488 95 7,,MOBILEYE N V AMSTELVEEN,PUT,ADDED
N53745 10 0,*,LYONDELLBASELL INDUSTRIES N,SHS - A -,
N53745 90 0,,LYONDELLBASELL INDUSTRIES N,CALL,
N53745 95 0,,LYONDELLBASELL INDUSTRIES N,PUT,
N63218 10 6,*,NIELSEN N V,COM,
N63218 90 6,,NIELSEN N V,CALL,
N63218 95 6,,NIELSEN N V,PUT,
N6596X 10 9,*,NXP SEMICONDUCTORS N V,COM,
N6596X 90 9,,NXP SEMICONDUCTORS N V,CALL,
N6596X 95 9,,NXP SEMICONDUCTORS N V,PUT,
N6748L 10 2,*,ORTHOFIX INTL N V,COM,
N6748L 90 2,,ORTHOFIX INTL N V,CALL,
N6748L 95 2,,ORTHOFIX INTL N V,PUT,
N71542 10 9,,PROQR THRAPEUTICS N V,SHS EURO,ADDED
N71546 10 0,*,PROSENSA HLDG N V,SHS USD,
N71546 90 0,,PROSENSA HLDG N V,CALL,
N71546 95 0,,PROSENSA HLDG N V,PUT,
N72482 10 7,*,QIAGEN NV,REG SHS,
N72482 90 7,,QIAGEN NV,CALL,
N72482 95 7,,QIAGEN NV,PUT,
N7716A 15 1,,SAPIENS INTL CORP N V,SHS NEW,
N7902X 10 6,*,SENSATA TECHNOLOGIES HLDG NV,SHS,
N7902X 90 6,,SENSATA TECHNOLOGIES HLDG NV,CALL,
N7902X 95 6,,SENSATA TECHNOLOGIES HLDG NV,PUT,
N87237 10 8,*,TORNIER N V,SHS,
N87237 90 8,,TORNIER N V,CALL,
N87237 95 8,,TORNIER N V,PUT,
N90064 10 1,,UNIQURE NV,SHS,
N93540 10 7,*,VISTAPRINT N V,SHS,
N93540 90 7,,VISTAPRINT N V,CALL,
N93540 95 7,,VISTAPRINT N V,PUT,
N97284 AA 6,,YANDEX N V,DEBT  1.125%12/1,
N97284 10 8,*,YANDEX N V,SHS CLASS A,
N97284 90 8,,YANDEX N V,CALL,
N97284 95 8,,YANDEX N V,PUT,
P2253T HV 4,,CEMEX SA EURO MTN BE,DEBT  3.250% 3/1,
P2253T HW 2,,CEMEX SA EURO MTN BE,DEBT  3.750% 3/1,
P31076 10 5,*,COPA HOLDINGS SA,CL A,
P31076 90 5,,COPA HOLDINGS SA,CALL,
P31076 95 5,,COPA HOLDINGS SA,PUT,
P3311R 19 2,,CRESUD SA COMERCIAL,*W EXP 05/22/201,
P8696W 10 4,*,SINOVAC BIOTECH LTD,SHS,
P8696W 90 4,,SINOVAC BIOTECH LTD,CALL,
P8696W 95 4,,SINOVAC BIOTECH LTD,PUT,
P8744Y 10 2,*,STEINER LEISURE LTD,ORD,
P8744Y 90 2,,STEINER LEISURE LTD,CALL,
P8744Y 95 2,,STEINER LEISURE LTD,PUT,
P94398 10 7,*,ULTRAPETROL BAHAMAS LTD,COM,
P94398 90 7,,ULTRAPETROL BAHAMAS LTD,CALL,
P94398 95 7,,ULTRAPETROL BAHAMAS LTD,PUT,
Q2145B 15 8,,CBD ENERGY LTD,SHS,
Q73622 10 4,,PARNELL PHARMACEUT HLDGS LTD,SHS,ADDED
Q9235V 10 1,*,TRONOX LTD,SHS CL A,
Q9235V 90 1,,TRONOX LTD,CALL,
Q9235V 95 1,,TRONOX LTD,PUT,
U03002 AA 7,,AMERICAN RESIDENTIAL PROP,DEBT  3.250%11/1,
U04293 AB 9,,JAZZ TECHNOLOGIES INC,DEBT  8.000%12/3,
U2200X AA 6,,COSTCO COMPANIES INC,DEBT8/1,
U72603 11 8,,PLANET PAYMENT INC,SHS,
V5633W 10 9,*,MAKEMYTRIP LIMITED MAURITIUS,SHS,
V5633W 90 9,,MAKEMYTRIP LIMITED MAURITIUS,CALL,
V5633W 95 9,,MAKEMYTRIP LIMITED MAURITIUS,PUT,
V7780T 10 3,*,ROYAL CARIBBEAN CRUISES LTD,COM,
V7780T 90 3,,ROYAL CARIBBEAN CRUISES LTD,CALL,
V7780T 95 3,,ROYAL CARIBBEAN CRUISES LTD,PUT,
Y0017S 10 2,*,AEGEAN MARINE PETROLEUM NETW,SHS,
Y0017S 90 2,,AEGEAN MARINE PETROLEUM NETW,CALL,
Y0017S 95 2,,AEGEAN MARINE PETROLEUM NETW,PUT,
Y0020Q AA 9,,AEGEAN MARINE PETE NETWORK I,NOTE  4.000%11/0,
Y0192H 10 3,,AQUASITION CORP,COM,
Y0192H 11 1,,AQUASITION CORP,*W EXP 10/25/201,DELETED
Y0192H 12 9,,AQUASITION CORP,UNIT 99/99/9999,DELETED
Y0207T 10 0,*,ARDMORE SHIPPING CORP,COM,
Y0207T 90 0,,ARDMORE SHIPPING CORP,CALL,
Y0207T 95 0,,ARDMORE SHIPPING CORP,PUT,
Y0486S 10 4,*,AVAGO TECHNOLOGIES LTD,SHS,
Y0486S 90 4,,AVAGO TECHNOLOGIES LTD,CALL,
Y0486S 95 4,,AVAGO TECHNOLOGIES LTD,PUT,
Y0553W 10 3,*,BALTIC TRADING LIMITED,COM,
Y0553W 90 3,,BALTIC TRADING LIMITED,CALL,
Y0553W 95 3,,BALTIC TRADING LIMITED,PUT,
Y09675 10 2,*,BOX SHIPS INCORPORATED,SHS,
Y09675 90 2,,BOX SHIPS INCORPORATED,CALL,
Y09675 95 2,,BOX SHIPS INCORPORATED,PUT,
Y11082 10 7,*,CAPITAL PRODUCT PARTNERS L P,COM UNIT LP,
Y11082 90 7,,CAPITAL PRODUCT PARTNERS L P,CALL,
Y11082 95 7,,CAPITAL PRODUCT PARTNERS L P,PUT,
Y1771G 10 2,*,COSTAMARE INC,SHS,
Y1771G 90 2,,COSTAMARE INC,CALL,
Y1771G 95 2,,COSTAMARE INC,PUT,
Y1968P 10 5,,DANAOS CORPORATION,SHS,
Y2065G 12 1,*,DHT HOLDINGS INC,SHS NEW,
Y2065G 90 1,,DHT HOLDINGS INC,CALL,
Y2065G 95 1,,DHT HOLDINGS INC,PUT,
Y2066G 10 4,*,DIANA SHIPPING INC,COM,
Y2066G 90 4,,DIANA SHIPPING INC,CALL,
Y2066G 95 4,,DIANA SHIPPING INC,PUT,
Y2069P 10 1,*,DIANA CONTAINERSHIPS INC,COM,
Y2069P 90 1,,DIANA CONTAINERSHIPS INC,CALL,
Y2069P 95 1,,DIANA CONTAINERSHIPS INC,PUT,
Y2106R 11 0,,DORIAN LPG LTD,SHS USD,
Y2109Q 10 1,*,DRYSHIPS INC,SHS,
Y2109Q 90 1,,DRYSHIPS INC,CALL,
Y2109Q 95 1,,DRYSHIPS INC,PUT,
Y2187A 11 9,*,EAGLE BULK SHIPPING INC,SHS NEW,
Y2187A 90 9,,EAGLE BULK SHIPPING INC,CALL,
Y2187A 95 9,,EAGLE BULK SHIPPING INC,PUT,
Y2188B 10 8,*,DYNAGAS LNG PARTNERS LP,COM UNIT LTD PT,
Y2188B 90 8,,DYNAGAS LNG PARTNERS LP,CALL,
Y2188B 95 8,,DYNAGAS LNG PARTNERS LP,PUT,
Y23592 20 0,*,EUROSEAS LTD,COM NEW,
Y23592 90 0,,EUROSEAS LTD,CALL,
Y23592 95 0,,EUROSEAS LTD,PUT,
Y2573F 10 2,*,FLEXTRONICS INTL LTD,ORD,
Y2573F 90 2,,FLEXTRONICS INTL LTD,CALL,
Y2573F 95 2,,FLEXTRONICS INTL LTD,PUT,
Y26496 30 0,,FREESEAS INC,SHS PAR 0.001NEW,
Y2687W 10 8,,GASLOG PARTNERS LP,UNIT LTD PTNRP,
Y2711Y 10 4,*,GIGAMEDIA LTD,ORD,
Y2711Y 90 4,,GIGAMEDIA LTD,CALL,
Y2711Y 95 4,,GIGAMEDIA LTD,PUT,
Y27183 10 5,*,GLOBAL SHIP LEASE INC NEW,SHS A,
Y27183 90 5,,GLOBAL SHIP LEASE INC NEW,CALL,
Y27183 95 5,,GLOBAL SHIP LEASE INC NEW,PUT,
Y27265 20 9,,GLOBUS MARITIME LIMITED NEW,COM,
Y2745C 10 2,*,GOLAR LNG PARTNERS LP,COM UNIT LPI,
Y2745C 90 2,,GOLAR LNG PARTNERS LP,CALL,
Y2745C 95 2,,GOLAR LNG PARTNERS LP,PUT,
Y3262R 10 0,*,HOEGH LNG PARTNERS LP,COM UNIT LTD,ADDED
Y3262R 90 0,,HOEGH LNG PARTNERS LP,CALL,ADDED
Y3262R 95 0,,HOEGH LNG PARTNERS LP,PUT,ADDED
Y48125 10 1,*,KNOT OFFSHORE PARTNERS LP,COM UNITS,
Y48125 90 1,,KNOT OFFSHORE PARTNERS LP,CALL,
Y48125 95 1,,KNOT OFFSHORE PARTNERS LP,PUT,
Y62132 10 8,*,NAVIGATOR HOLDINGS LTD,SHS,
Y62132 90 8,,NAVIGATOR HOLDINGS LTD,CALL,
Y62132 95 8,,NAVIGATOR HOLDINGS LTD,PUT,
Y62159 10 1,,NAVIOS MARITIME ACQUIS CORP,SHS,
Y62196 10 3,*,NAVIOS MARITIME HOLDINGS INC,COM,
Y62196 90 3,,NAVIOS MARITIME HOLDINGS INC,CALL,
Y62196 95 3,,NAVIOS MARITIME HOLDINGS INC,PUT,
Y62267 10 2,*,NAVIOS MARITIME PARTNERS L P,UNIT LPI,
Y62267 90 2,,NAVIOS MARITIME PARTNERS L P,CALL,
Y62267 95 2,,NAVIOS MARITIME PARTNERS L P,PUT,
Y6366T 11 2,,NORDIC AMERN OFFSHORE LTD,SHS,
Y64354 20 5,*,OCEAN RIG UDW INC,SHS,
Y64354 90 5,,OCEAN RIG UDW INC,CALL,
Y64354 95 5,,OCEAN RIG UDW INC,PUT,
Y73760 12 9,,SEANERGY MARITIME HLDGS CORP,SHS,
Y7388L 10 3,*,SAFE BULKERS INC,COM,
Y7388L 90 3,,SAFE BULKERS INC,CALL,
Y7388L 95 3,,SAFE BULKERS INC,PUT,
Y7542C 10 6,*,SCORPIO TANKERS INC,SHS,
Y7542C 90 6,,SCORPIO TANKERS INC,CALL,
Y7542C 95 6,,SCORPIO TANKERS INC,PUT,
Y7545W 10 9,*,SEADRILL PARTNERS LLC,COMUNIT REP LB,
Y7545W 90 9,,SEADRILL PARTNERS LLC,CALL,
Y7545W 95 9,,SEADRILL PARTNERS LLC,PUT,
Y7546A 10 6,*,SCORPIO BULKERS INC,SHS,
Y7546A 90 6,,SCORPIO BULKERS INC,CALL,
Y7546A 95 6,,SCORPIO BULKERS INC,PUT,
Y75638 10 9,*,SEASPAN CORP,SHS,
Y75638 90 9,,SEASPAN CORP,CALL,
Y75638 95 9,,SEASPAN CORP,PUT,
Y8162K 12 1,*,STAR BULK CARRIERS CORP,SHS NEW,
Y8162K 90 1,,STAR BULK CARRIERS CORP,CALL,
Y8162K 95 1,,STAR BULK CARRIERS CORP,PUT,
Y81669 10 6,*,STEALTHGAS INC,SHS,
Y81669 90 6,,STEALTHGAS INC,CALL,
Y81669 95 6,,STEALTHGAS INC,PUT,
Y8213L 10 2,,SUNEDISON SEMICONDUCTOR LTD,SHS,
Y8564M 10 5,*,TEEKAY LNG PARTNERS L P,PRTNRSP UNITS,
Y8564M 90 5,,TEEKAY LNG PARTNERS L P,CALL,
Y8564M 95 5,,TEEKAY LNG PARTNERS L P,PUT,
Y8564W 10 3,*,TEEKAY CORPORATION,COM,
Y8564W 90 3,,TEEKAY CORPORATION,CALL,
Y8564W 95 3,,TEEKAY CORPORATION,PUT,
Y8565J 10 1,*,TEEKAY OFFSHORE PARTNERS L P,PARTNERSHIP UN,
Y8565J 90 1,,TEEKAY OFFSHORE PARTNERS L P,CALL,
Y8565J 95 1,,TEEKAY OFFSHORE PARTNERS L P,PUT,
Y8565N 10 2,*,TEEKAY TANKERS LTD,CL A,
Y8565N 90 2,,TEEKAY TANKERS LTD,CALL,
Y8565N 95 2,,TEEKAY TANKERS LTD,PUT,
Y8897Y 14 9,,TOP SHIPS INC,SHS NEW 2014,
Y8977Y 10 0,*,TRANSOCEAN PARTNERS LLC,COM UNIT RP LT,ADDED
Y8977Y 90 0,,TRANSOCEAN PARTNERS LLC,CALL,ADDED
Y8977Y 95 0,,TRANSOCEAN PARTNERS LLC,PUT,ADDED
Y9384M 10 1,*,VTTI ENERGY PARTNERS LP,COM UNIT RP LT,ADDED
Y9384M 90 1,,VTTI ENERGY PARTNERS LP,CALL,ADDED
Y9384M 95 1,,VTTI ENERGY PARTNERS LP,PUT,ADDED
000360 20 6,*,AAON INC,COM PAR $0.004,
000360 90 6,,AAON INC,CALL,
000360 95 6,,AAON INC,PUT,
000361 AM 7,,AAR CORP,NOTE  2.250% 3/0,
000361 10 5,*,AAR CORP,COM,
000361 90 5,,AAR CORP,CALL,
000361 95 5,,AAR CORP,PUT,
000375 20 4,*,ABB LTD,SPONSORED ADR,
000375 90 4,,ABB LTD,CALL,
000375 95 4,,ABB LTD,PUT,
00081T 10 8,*,ACCO BRANDS CORP,COM,
00081T 90 8,,ACCO BRANDS CORP,CALL,
00081T 95 8,,ACCO BRANDS CORP,PUT,
000868 10 9,,ACNB CORP,COM,
000957 10 0,*,ABM INDS INC,COM,
000957 90 0,,ABM INDS INC,CALL,
000957 95 0,,ABM INDS INC,PUT,
00101J 10 6,*,THE ADT CORPORATION,COM,
00101J 90 6,,THE ADT CORPORATION,CALL,
00101J 95 6,,THE ADT CORPORATION,PUT,
001031 10 3,,AEP INDS INC,COM,
001055 10 2,*,AFLAC INC,COM,
001055 90 2,,AFLAC INC,CALL,
001055 95 2,,AFLAC INC,PUT,
001084 AM 4,,AGCO CORP,NOTE  1.250%12/1,DELETED
001084 10 2,*,AGCO CORP,COM,
001084 90 2,,AGCO CORP,CALL,
001084 95 2,,AGCO CORP,PUT,
001204 10 6,*,AGL RES INC,COM,
001204 90 6,,AGL RES INC,CALL,
001204 95 6,,AGL RES INC,PUT,
001228 10 5,*,AG MTG INVT TR INC,COM,
001228 90 5,,AG MTG INVT TR INC,CALL,
001228 95 5,,AG MTG INVT TR INC,PUT,
001282 10 2,*,A H BELO CORP,COM CL A,
001282 90 2,,A H BELO CORP,CALL,
001282 95 2,,A H BELO CORP,PUT,
00130H 10 5,*,AES CORP,COM,
00130H 90 5,,AES CORP,CALL,
00130H 95 5,,AES CORP,PUT,
001546 AP 5,,AK STL CORP,NOTE  5.000%11/1,
001547 10 8,*,AK STL HLDG CORP,COM,
001547 90 8,,AK STL HLDG CORP,CALL,
001547 95 8,,AK STL HLDG CORP,PUT,
001600 10 5,,ALCO STORES INC,COM,
00162Q 10 6,,ALPS ETF TR,C&S GLOBL ETF,
00162Q 20 5,,ALPS ETF TR,EQUAL SEC ETF,
00162Q 30 4,*,ALPS ETF TR,GLB COMMOD EQTY,
00162Q 90 4,,ALPS ETF TR,CALL,
00162Q 95 4,,ALPS ETF TR,PUT,
00162Q 64 3,,ALPS ETF TR,SPROTT GL MINE,ADDED
00162Q 65 0,,ALPS ETF TR,WRKPLC EQL PRT,
00162Q 66 8,,ALPS ETF TR,EM SECT DIV DG,
00162Q 67 6,,ALPS ETF TR,ALERIAN ENERGY,
00162Q 71 8,,ALPS ETF TR,INTL  SEC DV DOG,
00162Q 72 6,*,ALPS ETF TR,BARRONS 400 ETF,
00162Q 90 6,,ALPS ETF TR,CALL,
00162Q 95 6,,ALPS ETF TR,PUT,
00162Q 73 4,,ALPS ETF TR,US EQTHIVOLPT WR,
00162Q 74 2,,ALPS ETF TR,GS RSKADJRTNLC,DELETED
00162Q 75 9,,ALPS ETF TR,GS MOM BLDASIA,DELETED
00162Q 76 7,,ALPS ETF TR,GS MOM BLDMULT,DELETED
00162Q 77 5,,ALPS ETF TR,GM MOMBLDGREQT,DELETED
00162Q 78 3,,ALPS ETF TR,RIVRFRNT STR INC,
00162Q 79 1,,ALPS ETF TR,VELOSH VOLA HDGD,
00162Q 81 7,,ALPS ETF TR,VELOSH TAIL RISK,
00162Q 82 5,,ALPS ETF TR,VELOSH EMASIA,
00162Q 83 3,,ALPS ETF TR,VELOSH RUSSSEL,
00162Q 84 1,,ALPS ETF TR,VELOCSHS EMKTS,
00162Q 85 8,,ALPS ETF TR,SECTR DIV DOGS,
00162Q 86 6,*,ALPS ETF TR,ALERIAN MLP,
00162Q 90 6,,ALPS ETF TR,CALL,
00162Q 95 6,,ALPS ETF TR,PUT,
00163U AA 4,,AMAG PHARMACEUTICALS INC,NOTE  2.500% 2/1,
00163U 10 6,*,AMAG PHARMACEUTICALS INC,COM,
00163U 90 6,,AMAG PHARMACEUTICALS INC,CALL,
00163U 95 6,,AMAG PHARMACEUTICALS INC,PUT,
00164V 10 3,*,AMC NETWORKS INC,CL A,
00164V 90 3,,AMC NETWORKS INC,CALL,
00164V 95 3,,AMC NETWORKS INC,PUT,
00165C 10 4,*,AMC ENTMT HLDGS INC,CL A COM,
00165C 90 4,,AMC ENTMT HLDGS INC,CALL,
00165C 95 4,,AMC ENTMT HLDGS INC,PUT,
001744 10 1,*,AMN HEALTHCARE SERVICES INC,COM,
001744 90 1,,AMN HEALTHCARE SERVICES INC,CALL,
001744 95 1,,AMN HEALTHCARE SERVICES INC,PUT,
00181T 10 7,,A MARK PRECIOUS METALS INC,COM,
00182C 10 3,*,ANI PHARMACEUTICALS INC,COM,
00182C 90 3,,ANI PHARMACEUTICALS INC,CALL,
00182C 95 3,,ANI PHARMACEUTICALS INC,PUT,
00184X 10 5,*,AOL INC,COM,
00184X 90 5,,AOL INC,CALL,
00184X 95 5,,AOL INC,PUT,
